,UsedPower,label
0,475.9541016,0
1,468.459375,0
2,465.262793,0
3,460.5949219,0
4,458.36308590000004,0
5,458.30888669999996,0
6,455.5016602,0
7,454.9426758,0
8,452.6185547,0
9,453.36445310000005,0
10,451.61425779999996,0
11,451.0359375,0
12,450.72714840000003,0
13,451.5328125,0
14,450.3500977,0
15,450.34951169999994,0
16,449.99091799999997,0
17,451.08632810000006,0
18,450.2610352,0
19,449.55878909999996,0
20,448.99628909999996,0
21,450.2141602,0
22,450.80126950000005,0
23,451.05175779999996,0
24,453.2074219,0
25,457.6379883,0
26,469.0166016,0
27,470.3411133,0
28,473.7123047,0
29,475.8711914,0
30,476.7298828,0
31,479.0789063,0
32,491.1360352,0
33,510.04394529999996,0
34,586.1071289,0
35,613.3450195,0
36,652.0180664,0
37,696.2091797,0
38,737.5420897999999,0
39,753.0887695,0
40,772.9757812999999,0
41,777.4696289,0
42,778.5949218999999,0
43,781.7827147999999,0
44,780.5976562999999,0
45,781.6819336,0
46,780.4171875,0
47,781.3678711,0
48,788.3771484,0
49,784.6708007999999,0
50,790.2662109,0
51,782.2458984,0
52,790.8336914,0
53,796.0130859,0
54,792.4271484,0
55,798.7236328,0
56,803.7439453,0
57,807.6319336,0
58,808.5339844,0
59,809.7972656000001,0
60,811.8125977000001,0
61,809.5327147999999,0
62,806.5037109,0
63,803.2007812,0
64,806.0967772999999,0
65,805.4496094,0
66,796.0918945000001,0
67,790.734375,0
68,780.7863281,0
69,780.9070312000001,0
70,776.2368164,0
71,771.1330078,0
72,764.1196289,0
73,733.4126953,0
74,670.7680664,0
75,666.4702147999999,0
76,658.3330078,0
77,655.1736328,0
78,654.5704102000001,0
79,647.6455078,0
80,646.8870117,0
81,640.2624023,0
82,637.0546875,0
83,630.7438477000001,0
84,626.5558593999999,0
85,616.3482422000001,0
86,599.6170897999999,0
87,591.1728516,0
88,587.6332031000001,0
89,573.1652343999999,0
90,535.0746094,0
91,527.3185547,0
92,505.9599609,0
93,497.4234375,0
94,489.2704102,0
95,482.6112305,0
96,476.3625,0
97,469.9230469,0
98,467.6352539,0
99,462.1303711,0
100,460.21289060000004,0
101,460.1537109,0
102,456.10986330000003,0
103,455.3255859,0
104,452.61767580000003,0
105,453.52705080000004,0
106,452.28779299999997,0
107,451.6294922,0
108,452.0047852,0
109,452.2810547,0
110,451.10126950000006,0
111,450.81621090000004,0
112,450.4420898,0
113,452.05458980000003,0
114,451.1888672,0
115,450.81591799999995,0
116,451.0130859,0
117,452.240625,0
118,452.5710938,0
119,452.9170898,0
120,455.3191406,0
121,459.5601562,0
122,471.6125977,0
123,474.09931639999996,0
124,477.8384766,0
125,481.1431641,0
126,482.91767580000004,0
127,483.7646484,0
128,484.90019529999995,0
129,512.1767578,0
130,581.8637695,0
131,613.3614257999999,0
132,649.4068359,0
133,696.7040039,0
134,746.5584961,0
135,770.9932617000001,0
136,785.2866211,0
137,786.5329102000001,0
138,786.065625,0
139,784.2588867000001,0
140,785.0554687000001,0
141,787.5023437000001,0
142,788.4336914,0
143,787.7838867,0
144,804.6,0
145,788.1,0
146,789.9,0
147,763.8,0
148,787.8,0
149,777.0,0
150,802.8,0
151,794.7,0
152,794.7,0
153,784.2,0
154,772.8,0
155,787.5,0
156,792.0,0
157,794.7,0
158,780.6,0
159,787.5,0
160,783.6,0
161,786.0,0
162,776.4,0
163,785.4,0
164,785.1,0
165,791.7,0
166,784.5,0
167,782.1,0
168,754.8,0
169,722.1,0
170,668.7,0
171,661.5,0
172,665.4,0
173,660.3,0
174,649.8,0
175,641.7,0
176,653.1,0
177,636.9,0
178,645.6,0
179,628.8,0
180,641.1,0
181,621.3,0
182,617.1,0
183,590.7,0
184,605.4,0
185,561.6,0
186,565.8,0
187,531.3,0
188,541.2,0
189,507.0,0
190,516.6,0
191,485.1,0
192,500.4,0
193,469.5,0
194,476.1,0
195,465.6,0
196,463.5,0
197,466.2,0
198,458.1,0
199,463.8,0
